Chromosome chrom_length
NW_020136579.1 1735
NW_020136580.1 1735
NW_020136581.1 1735
NW_020136582.1 1734
NW_020136583.1 1734
NW_020136584.1 1733
NW_020136585.1 1732
NW_020136586.1 1732
NW_020136587.1 1732
NW_020136588.1 1730
NW_020136589.1 1730
NW_020136590.1 1730
NW_020136591.1 1730
NW_020136592.1 1730
NW_020136593.1 1729
NW_020136594.1 1729
NW_020136595.1 1729
NW_020136596.1 1729
NW_020136597.1 1728
NW_020136598.1 3061
NW_020136599.1 1728
NW_020136600.1 1728
NW_020136601.1 1728
NW_020136602.1 1727
NW_020136603.1 1727
NW_020136604.1 1726
NW_020136605.1 1725
NW_020136606.1 1725
NW_020136607.1 1724
NW_020136608.1 1724
NW_020136609.1 1724
NW_020136610.1 1723
NW_020136611.1 1722
NW_020136612.1 1722
NW_020136613.1 1721
NW_020136614.1 1720
NW_020136615.1 1720
NW_020136616.1 1720
NW_020136617.1 1719
NW_020136618.1 1719
NW_020136619.1 1719
NW_020136620.1 1719
NW_020136621.1 1718
NW_020136622.1 1718
NW_020136623.1 1717
NW_020136624.1 1717
NW_020136625.1 1717
NW_020136626.1 1717
NW_020136627.1 1716
NW_020136628.1 1716
NW_020136629.1 1716
NW_020136630.1 1716
NW_020136631.1 1715
NW_020136632.1 1714
NW_020136633.1 1714
NW_020136634.1 1713
NW_020136635.1 1713
NW_020136636.1 1713
NW_020136637.1 1713
NW_020136638.1 1712
NW_020136639.1 1712
NW_020136640.1 1711
NW_020136641.1 1711
NW_020136642.1 1711
NW_020136643.1 1711
NW_020136644.1 1711
NW_020136645.1 1710
NW_020136646.1 1710
NW_020136647.1 1710
NW_020136648.1 1709
NW_020136649.1 1709
NW_020136650.1 1708
NW_020136651.1 1708
NW_020136652.1 1708
NW_020136653.1 1708
NW_020136654.1 1708
NW_020136655.1 1707
NW_020136656.1 1707
NW_020136657.1 1706
NW_020136658.1 1706
NW_020136659.1 1706
NW_020136660.1 1705
NW_020136661.1 1705
NW_020136662.1 1705
NW_020136663.1 1704
NW_020136664.1 2883
NW_020136665.1 1704
NW_020136666.1 1703
NW_020136667.1 1703
NW_020136668.1 1702
NW_020136669.1 1702
NW_020136670.1 1702
NW_020136671.1 1701
NW_020136672.1 1700
NW_020136673.1 1700
NW_020136674.1 1700
NW_020136675.1 1699
NW_020136676.1 1699
NW_020136677.1 1698
NW_020136678.1 1698
NW_020136679.1 1697
NW_020136680.1 1697
NW_020136681.1 1697
NW_020136682.1 7371
NW_020136683.1 1697
NW_020136684.1 1697
NW_020136685.1 1697
NW_020136686.1 1696
NW_020136687.1 1696
NW_020136688.1 1696
NW_020136689.1 1695
NW_020136690.1 1695
NW_020136691.1 1694
NW_020136692.1 1694
NW_020136693.1 1694
NW_020136694.1 1693
NW_020136695.1 1693
NW_020136696.1 1693
NW_020136697.1 1692
NW_020136698.1 1692
NW_020136699.1 1692
NW_020136700.1 1692
NW_020136701.1 1692
NW_020136702.1 1691
NW_020136703.1 1691
NW_020136704.1 1690
NW_020136705.1 1689
NW_020136706.1 1688
NW_020136707.1 1687
NW_020136708.1 4973
NW_020136709.1 1686
NW_020136710.1 1686
NW_020136711.1 1685
NW_020136712.1 1685
NW_020136713.1 1685
NW_020136714.1 1685
NW_020136715.1 1685
NW_020136716.1 1684
NW_020136717.1 1684
NW_020136718.1 1684
NW_020136719.1 1683
NW_020136720.1 1683
NW_020136721.1 1683
NW_020136722.1 1683
NW_020136723.1 1682
NW_020136724.1 1682
NW_020136725.1 1682
NW_020136726.1 1681
NW_020136727.1 1681
NW_020136728.1 1681
NW_020136729.1 1681
NW_020136730.1 1680
NW_020136731.1 1680
NW_020136732.1 1680
NW_020136733.1 1680
NW_020136734.1 7503
NW_020136735.1 1679
NW_020136736.1 1678
NW_020136737.1 1678
NW_020136738.1 1678
NW_020136739.1 1678
NW_020136740.1 1678
NW_020136741.1 5142
NW_020136742.1 1677
NW_020136743.1 1677
NW_020136744.1 1676
NW_020136745.1 1676
NW_020136746.1 1676
NW_020136747.1 1676
NW_020136748.1 1676
NW_020136749.1 1674
NW_020136750.1 1673
NW_020136751.1 1673
NW_020136752.1 3035
NW_020136753.1 1673
NW_020136754.1 1673
NW_020136755.1 1673
NW_020136756.1 1672
NW_020136757.1 1672
NW_020136758.1 1672
NW_020136759.1 1672
NW_020136760.1 1672
NW_020136761.1 1671
NW_020136762.1 1671
NW_020136763.1 1671
NW_020136764.1 1671
NW_020136765.1 1670
NW_020136766.1 1670
NW_020136767.1 1670
NW_020136768.1 1669
NW_020136769.1 1668
NW_020136770.1 1667
NW_020136771.1 1667
NW_020136772.1 1667
NW_020136773.1 1665
NW_020136774.1 1665
NW_020136775.1 1665
NW_020136776.1 1665
NW_020136777.1 1664
NW_020136778.1 1664
NW_020136779.1 1664
NW_020136780.1 1663
NW_020136781.1 1663
NW_020136782.1 1662
NW_020136783.1 1662
NW_020136784.1 1662
NW_020136785.1 1662
NW_020136786.1 1662
NW_020136787.1 1661
NW_020136788.1 4883
NW_020136789.1 1660
NW_020136790.1 2750
NW_020136791.1 1659
NW_020136792.1 1659
NW_020136793.1 1659
NW_020136794.1 1658
NW_020136795.1 1657
NW_020136796.1 1656
NW_020136797.1 3332
NW_020136798.1 1655
NW_020136799.1 1655
NW_020136800.1 1654
NW_020136801.1 1654
NW_020136802.1 1653
NW_020136803.1 2791
NW_020136804.1 1653
NW_020136805.1 1652
NW_020136806.1 1652
NW_020136807.1 1652
NW_020136808.1 1652
NW_020136809.1 1651
NW_020136810.1 1651
NW_020136811.1 1651
NW_020136812.1 1650
NW_020136813.1 1650
NW_020136814.1 1650
NW_020136815.1 1650
NW_020136816.1 1650
NW_020136817.1 3046
NW_020136818.1 1649
NW_020136819.1 1649
NW_020136820.1 1649
NW_020136821.1 1649
NW_020136822.1 1649
NW_020136823.1 1648
NW_020136824.1 1648
NW_020136825.1 3431
NW_020136826.1 1647
NW_020136827.1 1647
NW_020136828.1 1647
NW_020136829.1 1647
NW_020136830.1 1647
NW_020136831.1 1646
NW_020136832.1 1646
NW_020136833.1 1645
NW_020136834.1 1645
NW_020136835.1 1645
NW_020136836.1 1644
NW_020136837.1 1644
NW_020136838.1 1644
NW_020136839.1 1644
NW_020136840.1 1643
NW_020136841.1 1643
NW_020136842.1 1642
NW_020136843.1 1642
NW_020136844.1 1642
NW_020136845.1 1642
NW_020136846.1 1642
NW_020136847.1 1642
NW_020136848.1 1641
NW_020136849.1 1640
NW_020136850.1 1640
NW_020136851.1 1640
NW_020136852.1 1639
NW_020136853.1 1639
NW_020136854.1 1638
NW_020136855.1 1638
NW_020136856.1 1638
NW_020136857.1 1637
NW_020136858.1 1637
NW_020136859.1 1636
NW_020136860.1 1636
NW_020136861.1 1636
NW_020136862.1 1636
NW_020136863.1 1636
NW_020136864.1 1635
NW_020136865.1 1634
NW_020136866.1 1634
NW_020136867.1 1634
NW_020136868.1 1634
NW_020136869.1 1634
NW_020136870.1 1633
NW_020136871.1 1633
NW_020136872.1 1633
NW_020136873.1 1632
NW_020136874.1 1632
NW_020136875.1 1632
NW_020136876.1 1632
NW_020136877.1 1631
NW_020136878.1 1631
NW_020136879.1 1630
NW_020136880.1 1629
NW_020136881.1 1629
NW_020136882.1 1628
NW_020136883.1 1627
NW_020136884.1 1627
NW_020136885.1 1627
NW_020136886.1 1626
NW_020136887.1 1626
NW_020136888.1 1626
NW_020136889.1 1625
NW_020136890.1 1625
NW_020136891.1 1625
NW_020136892.1 1624
NW_020136893.1 1624
NW_020136894.1 1623
NW_020136895.1 1623
NW_020136896.1 1623
NW_020136897.1 1623
NW_020136898.1 1623
NW_020136899.1 1622
NW_020136900.1 1622
NW_020136901.1 1621
NW_020136902.1 1621
NW_020136903.1 1620
NW_020136904.1 1620
NW_020136905.1 1620
NW_020136906.1 1620
NW_020136907.1 1619
NW_020136908.1 1618
NW_020136909.1 1618
NW_020136910.1 1617
NW_020136911.1 1617
NW_020136912.1 1617
NW_020136913.1 1617
NW_020136914.1 1617
NW_020136915.1 1617
NW_020136916.1 1615
NW_020136917.1 1615
NW_020136918.1 1615
NW_020136919.1 1615
NW_020136920.1 1614
NW_020136921.1 1614
NW_020136922.1 1614
NW_020136923.1 1614
NW_020136924.1 1614
NW_020136925.1 1614
NW_020136926.1 1614
NW_020136927.1 1614
NW_020136928.1 1613
NW_020136929.1 1613
NW_020136930.1 1613
NW_020136931.1 1613
NW_020136932.1 1612
NW_020136933.1 1612
NW_020136934.1 1611
NW_020136935.1 1611
NW_020136936.1 1611
NW_020136937.1 1611
NW_020136938.1 1611
NW_020136939.1 1610
NW_020136940.1 1610
NW_020136941.1 1610
NW_020136942.1 1609
NW_020136943.1 1609
NW_020136944.1 1609
NW_020136945.1 1608
NW_020136946.1 1608
NW_020136947.1 1607
NW_020136948.1 1607
NW_020136949.1 1606
NW_020136950.1 1606
NW_020136951.1 1606
NW_020136952.1 1606
NW_020136953.1 1606
NW_020136954.1 1606
NW_020136955.1 1606
NW_020136956.1 1605
NW_020136957.1 1604
NW_020136958.1 1604
NW_020136959.1 1604
NW_020136960.1 1604
NW_020136961.1 1604
NW_020136962.1 2796
NW_020136963.1 1603
NW_020136964.1 1602
NW_020136965.1 1602
NW_020136966.1 1602
NW_020136967.1 1602
NW_020136968.1 1602
NW_020136969.1 1602
NW_020136970.1 1602
NW_020136971.1 1602
NW_020136972.1 1601
NW_020136973.1 1601
NW_020136974.1 1601
NW_020136975.1 1601
NW_020136976.1 1600
NW_020136977.1 1600
NW_020136978.1 1600
NW_020136979.1 1600
NW_020136980.1 1600
NW_020136981.1 1599
NW_020136982.1 1599
NW_020136983.1 1599
NW_020136984.1 1599
NW_020136985.1 1599
NW_020136986.1 1598
NW_020136987.1 1598
NW_020136988.1 1598
NW_020136989.1 1598
NW_020136990.1 1598
NW_020136991.1 1598
NW_020136992.1 1597
NW_020136993.1 1597
NW_020136994.1 1597
NW_020136995.1 1597
NW_020136996.1 1597
NW_020136997.1 1597
NW_020136998.1 1597
NW_020136999.1 1596
NW_020137000.1 1596
NW_020137001.1 1596
NW_020137002.1 1596
NW_020137003.1 1595
NW_020137004.1 1595
NW_020137005.1 1595
NW_020137006.1 1594
NW_020137007.1 1594
NW_020137008.1 1594
NW_020137009.1 1593
NW_020137010.1 1593
NW_020137011.1 1593
NW_020137012.1 1593
NW_020137013.1 1593
NW_020137014.1 1593
NW_020137015.1 1593
NW_020137016.1 1592
NW_020137017.1 1592
NW_020137018.1 1592
NW_020137019.1 6096
NW_020137020.1 1592
NW_020137021.1 1591
NW_020137022.1 1591
NW_020137023.1 1591
NW_020137024.1 1590
NW_020137025.1 1589
NW_020137026.1 1589
NW_020137027.1 1589
NW_020137028.1 1589
NW_020137029.1 1588
NW_020137030.1 1588
NW_020137031.1 1588
NW_020137032.1 1588
NW_020137033.1 1588
NW_020137034.1 1588
NW_020137035.1 1587
NW_020137036.1 1586
NW_020137037.1 1586
NW_020137038.1 1586
NW_020137039.1 1585
NW_020137040.1 1585
NW_020137041.1 1585
NW_020137042.1 1584
NW_020137043.1 1584
NW_020137044.1 1584
NW_020137045.1 1584
NW_020137046.1 1584
NW_020137047.1 1584
NW_020137048.1 1583
NW_020137049.1 1582
NW_020137050.1 1582
NW_020137051.1 1582
NW_020137052.1 1581
NW_020137053.1 1581
NW_020137054.1 1581
NW_020137055.1 1581
NW_020137056.1 1581
NW_020137057.1 1581
NW_020137058.1 1580
NW_020137059.1 1580
NW_020137060.1 1580
NW_020137061.1 1580
NW_020137062.1 1579
NW_020137063.1 1579
NW_020137064.1 1578
NW_020137065.1 1578
NW_020137066.1 1578
NW_020137067.1 1578
NW_020137068.1 1578
NW_020137069.1 1578
NW_020137070.1 1578
NW_020137071.1 1578
NW_020137072.1 1578
NW_020137073.1 1577
NW_020137074.1 1577
NW_020137075.1 1577
NW_020137076.1 1577
NW_020137077.1 1576
NW_020137078.1 1576
NW_020137079.1 1576
NW_020137080.1 1576
NW_020137081.1 1575
NW_020137082.1 1575
NW_020137083.1 1575
NW_020137084.1 1575
NW_020137085.1 1574
NW_020137086.1 1572
NW_020137087.1 1572
NW_020137088.1 1572
NW_020137089.1 1572
NW_020137090.1 1572
NW_020137091.1 1571
NW_020137092.1 1571
NW_020137093.1 1570
NW_020137094.1 1570
NW_020137095.1 1570
NW_020137096.1 1570
NW_020137097.1 1570
NW_020137098.1 1570
NW_020137099.1 1569
NW_020137100.1 1569
NW_020137101.1 1569
NW_020137102.1 1568
NW_020137103.1 1568
NW_020137104.1 1568
NW_020137105.1 1568
NW_020137106.1 1568
NW_020137107.1 1567
NW_020137108.1 1567
NW_020137109.1 1567
NW_020137110.1 1567
NW_020137111.1 1566
NW_020137112.1 1566
NW_020137113.1 1566
NW_020137114.1 1566
NW_020137115.1 1566
NW_020137116.1 1566
NW_020137117.1 1565
NW_020137118.1 1565
NW_020137119.1 1565
NW_020137120.1 1565
NW_020137121.1 1564
NW_020137122.1 1564
NW_020137123.1 1564
NW_020137124.1 1564
NW_020137125.1 1564
NW_020137126.1 1563
NW_020137127.1 1563
NW_020137128.1 1563
NW_020137129.1 1563
NW_020137130.1 1562
NW_020137131.1 1561
NW_020137132.1 1561
NW_020137133.1 1561
NW_020137134.1 1560
NW_020137135.1 1560
NW_020137136.1 1560
NW_020137137.1 1560
NW_020137138.1 1560
NW_020137139.1 1560
NW_020137140.1 1559
NW_020137141.1 1559
NW_020137142.1 1559
NW_020137143.1 1559
NW_020137144.1 1559
NW_020137145.1 1559
NW_020137146.1 1559
NW_020137147.1 1558
NW_020137148.1 1558
NW_020137149.1 1558
NW_020137150.1 1558
NW_020137151.1 1558
NW_020137152.1 1558
NW_020137153.1 1557
NW_020137154.1 1557
NW_020137155.1 1556
NW_020137156.1 1555
NW_020137157.1 1554
NW_020137158.1 1554
NW_020137159.1 1554
NW_020137160.1 1554
NW_020137161.1 1554
NW_020137162.1 1553
NW_020137163.1 1553
NW_020137164.1 1552
NW_020137165.1 1552
NW_020137166.1 1552
NW_020137167.1 1552
NW_020137168.1 1552
NW_020137169.1 1551
NW_020137170.1 1551
NW_020137171.1 1551
NW_020137172.1 1551
NW_020137173.1 1551
NW_020137174.1 1551
NW_020137175.1 1551
NW_020137176.1 1551
NW_020137177.1 1551
NW_020137178.1 1237
NW_020137179.1 1550
NW_020137180.1 1550
NW_020137181.1 1550
NW_020137182.1 8531
NW_020137183.1 1550
NW_020137184.1 1550
NW_020137185.1 1549
NW_020137186.1 1549
NW_020137187.1 1549
NW_020137188.1 1549
NW_020137189.1 1549
NW_020137190.1 1549
NW_020137191.1 1549
NW_020137192.1 1548
NW_020137193.1 1548
NW_020137194.1 1548
NW_020137195.1 1548
NW_020137196.1 1548
NW_020137197.1 1548
NW_020137198.1 1548
NW_020137199.1 1547
NW_020137200.1 1547
NW_020137201.1 1547
NW_020137202.1 1547
NW_020137203.1 1547
NW_020137204.1 1547
NW_020137205.1 1547
NW_020137206.1 1546
NW_020137207.1 1546
NW_020137208.1 1546
NW_020137209.1 1546
NW_020137210.1 1546
NW_020137211.1 1546
NW_020137212.1 1546
NW_020137213.1 5705
NW_020137214.1 1545
NW_020137215.1 1545
NW_020137216.1 1545
NW_020137217.1 1545
NW_020137218.1 1545
NW_020137219.1 1545
NW_020137220.1 1544
NW_020137221.1 1544
NW_020137222.1 1544
NW_020137223.1 1544
NW_020137224.1 1543
NW_020137225.1 1543
NW_020137226.1 1543
NW_020137227.1 1543
NW_020137228.1 1543
NW_020137229.1 1543
NW_020137230.1 1543
NW_020137231.1 1543
NW_020137232.1 1542
NW_020137233.1 1542
NW_020137234.1 1542
NW_020137235.1 1541
NW_020137236.1 1541
NW_020137237.1 1541
NW_020137238.1 1541
NW_020137239.1 1540
NW_020137240.1 1540
NW_020137241.1 1540
NW_020137242.1 1540
NW_020137243.1 1540
NW_020137244.1 1539
NW_020137245.1 1539
NW_020137246.1 1539
NW_020137247.1 1539
NW_020137248.1 1539
NW_020137249.1 1538
NW_020137250.1 1538
NW_020137251.1 1538
NW_020137252.1 1538
NW_020137253.1 1538
NW_020137254.1 1537
NW_020137255.1 1537
NW_020137256.1 1537
NW_020137257.1 1536
NW_020137258.1 1536
NW_020137259.1 1536
NW_020137260.1 1536
NW_020137261.1 1536
NW_020137262.1 1536
NW_020137263.1 1536
NW_020137264.1 1536
NW_020137265.1 1535
NW_020137266.1 1535
NW_020137267.1 1535
NW_020137268.1 1535
NW_020137269.1 1534
NW_020137270.1 1534
NW_020137271.1 1534
NW_020137272.1 1534
NW_020137273.1 1534
NW_020137274.1 1534
NW_020137275.1 1533
NW_020137276.1 1533
NW_020137277.1 1533
NW_020137278.1 1532
NW_020137279.1 1532
NW_020137280.1 1532
NW_020137281.1 1532
NW_020137282.1 1532
NW_020137283.1 1532
NW_020137284.1 1532
NW_020137285.1 1531
NW_020137286.1 1531
NW_020137287.1 1531
NW_020137288.1 1530
NW_020137289.1 1530
NW_020137290.1 1530
NW_020137291.1 1530
NW_020137292.1 1530
NW_020137293.1 1530
NW_020137294.1 1530
NW_020137295.1 1529
NW_020137296.1 1529
NW_020137297.1 1529
NW_020137298.1 1529
NW_020137299.1 1528
NW_020137300.1 1528
NW_020137301.1 1528
NW_020137302.1 1527
NW_020137303.1 1527
NW_020137304.1 1527
NW_020137305.1 1527
NW_020137306.1 1527
NW_020137307.1 1527
NW_020137308.1 1526
NW_020137309.1 1526
NW_020137310.1 1525
NW_020137311.1 1525
NW_020137312.1 1524
NW_020137313.1 1524
NW_020137314.1 1524
NW_020137315.1 1524
NW_020137316.1 1524
NW_020137317.1 1524
NW_020137318.1 1524
NW_020137319.1 1524
NW_020137320.1 1523
NW_020137321.1 1523
NW_020137322.1 1523
NW_020137323.1 1523
NW_020137324.1 1523
NW_020137325.1 1523
NW_020137326.1 1522
NW_020137327.1 1522
NW_020137328.1 1522
NW_020137329.1 1522
NW_020137330.1 1522
NW_020137331.1 1522
NW_020137332.1 1521
NW_020137333.1 3728
NW_020137334.1 1521
NW_020137335.1 1521
NW_020137336.1 1521
NW_020137337.1 1521
NW_020137338.1 1520
NW_020137339.1 1520
NW_020137340.1 1520
NW_020137341.1 1520
NW_020137342.1 1520
NW_020137343.1 1520
NW_020137344.1 1519
NW_020137345.1 1519
NW_020137346.1 1519
NW_020137347.1 1519
NW_020137348.1 1519
NW_020137349.1 1518
NW_020137350.1 1518
NW_020137351.1 1518
NW_020137352.1 1518
NW_020137353.1 1517
NW_020137354.1 1517
NW_020137355.1 1517
NW_020137356.1 1517
NW_020137357.1 1516
NW_020137358.1 1516
NW_020137359.1 1516
NW_020137360.1 1516
NW_020137361.1 1516
NW_020137362.1 1516
NW_020137363.1 1515
NW_020137364.1 1515
NW_020137365.1 1515
NW_020137366.1 1515
NW_020137367.1 1515
NW_020137368.1 1515
NW_020137369.1 1514
NW_020137370.1 1514
NW_020137371.1 1514
NW_020137372.1 1514
NW_020137373.1 1514
NW_020137374.1 1514
NW_020137375.1 1514
NW_020137376.1 1514
NW_020137377.1 1514
NW_020137378.1 1513
NW_020137379.1 1513
NW_020137380.1 1513
NW_020137381.1 1513
NW_020137382.1 1513
NW_020137383.1 1513
NW_020137384.1 1513
NW_020137385.1 1513
NW_020137386.1 1513
NW_020137387.1 8645
NW_020137388.1 1512
NW_020137389.1 1512
NW_020137390.1 1512
NW_020137391.1 1512
NW_020137392.1 1512
NW_020137393.1 1512
NW_020137394.1 1512
NW_020137395.1 1512
NW_020137396.1 1511
NW_020137397.1 1511
NW_020137398.1 1511
NW_020137399.1 1511
NW_020137400.1 1511
NW_020137401.1 1511
NW_020137402.1 1511
NW_020137403.1 1510
NW_020137404.1 1510
NW_020137405.1 1510
NW_020137406.1 1510
NW_020137407.1 1510
NW_020137408.1 1459
NW_020137409.1 1510
NW_020137410.1 1509
NW_020137411.1 1509
NW_020137412.1 1509
NW_020137413.1 1509
NW_020137414.1 1509
NW_020137415.1 4462
NW_020137416.1 1509
NW_020137417.1 1508
NW_020137418.1 1508
NW_020137419.1 1508
NW_020137420.1 1508
NW_020137421.1 1508
NW_020137422.1 1508
NW_020137423.1 1508
NW_020137424.1 1508
NW_020137425.1 1507
NW_020137426.1 1507
NW_020137427.1 1507
NW_020137428.1 1507
NW_020137429.1 1507
NW_020137430.1 1506
NW_020137431.1 1506
NW_020137432.1 1506
NW_020137433.1 1506
NW_020137434.1 1506
NW_020137435.1 1505
NW_020137436.1 1505
NW_020137437.1 1505
NW_020137438.1 1505
NW_020137439.1 1505
NW_020137440.1 1505
NW_020137441.1 1505
NW_020137442.1 1504
NW_020137443.1 1504
NW_020137444.1 1504
NW_020137445.1 1504
NW_020137446.1 1503
NW_020137447.1 1503
NW_020137448.1 1503
NW_020137449.1 1503
NW_020137450.1 1503
NW_020137451.1 1503
NW_020137452.1 1502
NW_020137453.1 1502
NW_020137454.1 1502
NW_020137455.1 1501
NW_020137456.1 1501
NW_020137457.1 1501
NW_020137458.1 1501
NW_020137459.1 1500
NW_020137460.1 1500
NW_020137461.1 1500
NW_020137462.1 1500
NW_020137463.1 1499
NW_020137464.1 1499
NW_020137465.1 1498
NW_020137466.1 1498
NW_020137467.1 1498
NW_020137468.1 1498
NW_020137469.1 1498
NW_020137470.1 1498
NW_020137471.1 1497
NW_020137472.1 1497
NW_020137473.1 1497
NW_020137474.1 1497
NW_020137475.1 1496
NW_020137476.1 1496
NW_020137477.1 1496
NW_020137478.1 1496
NW_020137479.1 1496
NW_020137480.1 1496
NW_020137481.1 1496
NW_020137482.1 1496
NW_020137483.1 1496
NW_020137484.1 1496
NW_020137485.1 1496
NW_020137486.1 1496
NW_020137487.1 1495
NW_020137488.1 1495
NW_020137489.1 1495
NW_020137490.1 1495
NW_020137491.1 1494
NW_020137492.1 1494
NW_020137493.1 1494
NW_020137494.1 1494
NW_020137495.1 1493
NW_020137496.1 1493
NW_020137497.1 1493
NW_020137498.1 1493
NW_020137499.1 1493
NW_020137500.1 1492
NW_020137501.1 1492
NW_020137502.1 1491
NW_020137503.1 1491
NW_020137504.1 1491
NW_020137505.1 1491
NW_020137506.1 1491
NW_020137507.1 1491
NW_020137508.1 1491
NW_020137509.1 1490
NW_020137510.1 1490
NW_020137511.1 1490
NW_020137512.1 1490
NW_020137513.1 1489
NW_020137514.1 1489
NW_020137515.1 1489
NW_020137516.1 1488
NW_020137517.1 1488
NW_020137518.1 1488
NW_020137519.1 1488
NW_020137520.1 1488
NW_020137521.1 1487
NW_020137522.1 1487
NW_020137523.1 1487
NW_020137524.1 1487
NW_020137525.1 1486
NW_020137526.1 1486
NW_020137527.1 1486
NW_020137528.1 1486
NW_020137529.1 1485
NW_020137530.1 1485
NW_020137531.1 1485
NW_020137532.1 1485
NW_020137533.1 1485
NW_020137534.1 1485
NW_020137535.1 1484
NW_020137536.1 1484
NW_020137537.1 1484
NW_020137538.1 1484
NW_020137539.1 1484
NW_020137540.1 1483
NW_020137541.1 1483
NW_020137542.1 1482
NW_020137543.1 1482
NW_020137544.1 1482
NW_020137545.1 1481
NW_020137546.1 1481
NW_020137547.1 1481
NW_020137548.1 1481
NW_020137549.1 1481
NW_020137550.1 1480
NW_020137551.1 1480
NW_020137552.1 1480
NW_020137553.1 1480
NW_020137554.1 10005
NW_020137555.1 1480
NW_020137556.1 1480
NW_020137557.1 1480
NW_020137558.1 1479
NW_020137559.1 1479
NW_020137560.1 1479
NW_020137561.1 1479
NW_020137562.1 1478
NW_020137563.1 1478
NW_020137564.1 1478
NW_020137565.1 1478
NW_020137566.1 1477
NW_020137567.1 1477
NW_020137568.1 1477
NW_020137569.1 1477
NW_020137570.1 1477
NW_020137571.1 1477
NW_020137572.1 1477
NW_020137573.1 1477
NW_020137574.1 1477
NW_020137575.1 1477
NW_020137576.1 1476
NW_020137577.1 1476
NW_020137578.1 1476
NW_020137579.1 1476
NW_020137580.1 1475
NW_020137581.1 5227
NW_020137582.1 1475
NW_020137583.1 1474
NW_020137584.1 1474
NW_020137585.1 1474
NW_020137586.1 1473
NW_020137587.1 1473
NW_020137588.1 1473
NW_020137589.1 1472
NW_020137590.1 1472
NW_020137591.1 1472
NW_020137592.1 1472
NW_020137593.1 1471
NW_020137594.1 1471
NW_020137595.1 1471
NW_020137596.1 1471
NW_020137597.1 1470
NW_020137598.1 1470
NW_020137599.1 1470
NW_020137600.1 1470
NW_020137601.1 1470
NW_020137602.1 1469
NW_020137603.1 1469
NW_020137604.1 1469
NW_020137605.1 1469
NW_020137606.1 1469
NW_020137607.1 1469
NW_020137608.1 1469
NW_020137609.1 1469
NW_020137610.1 1469
NW_020137611.1 1469
NW_020137612.1 1468
NW_020137613.1 1468
NW_020137614.1 1468
NW_020137615.1 1468
NW_020137616.1 1468
NW_020137617.1 1468
NW_020137618.1 1468
NW_020137619.1 1467
NW_020137620.1 1467
NW_020137621.1 1467
NW_020137622.1 1467
NW_020137623.1 1467
NW_020137624.1 1466
NW_020137625.1 1466
NW_020137626.1 1466
NW_020137627.1 1466
NW_020137628.1 1466
NW_020137629.1 1466
NW_020137630.1 1466
NW_020137631.1 1466
NW_020137632.1 1466
NW_020137633.1 1466
NW_020137634.1 1466
NW_020137635.1 1465
NW_020137636.1 1465
NW_020137637.1 1465
NW_020137638.1 1465
NW_020137639.1 1465
NW_020137640.1 1464
NW_020137641.1 1464
NW_020137642.1 1463
NW_020137643.1 1463
NW_020137644.1 1463
NW_020137645.1 1463
NW_020137646.1 1463
NW_020137647.1 1462
NW_020137648.1 1462
NW_020137649.1 1462
NW_020137650.1 1462
NW_020137651.1 1462
NW_020137652.1 1462
NW_020137653.1 1462
NW_020137654.1 1462
NW_020137655.1 1461
NW_020137656.1 1461
NW_020137657.1 1461
NW_020137658.1 1461
NW_020137659.1 1460
NW_020137660.1 1460
NW_020137661.1 1460
NW_020137662.1 1460
NW_020137663.1 1459
